gene_symbol	dataset	dataset_key	engine	se_variant	alpha_name	alpha	alpha_definition	target_power	tested_in_dataset	n_biological_units	pseudoreplicated	group_confounded_with_biobank	dataset_caveat	external_reference_abs_log2fc	external_reference_dataset	post_freeze_exploratory	observed_log2fc	observed_abs_log2fc	se	df_total	dispersion_proxy	observed_p_value	observed_fdr	mde80	observed_abs_log2fc_below_mde80	mde80_exceeds_external_reference_effect	power_interpretation	not_tested_reason
EIF4ENIF1	GSE111151	gse111151	edgeR_glmQLF	wald	nominal_0.05	0.05	fixed nominal alpha = 0.05, per-gene type-I error	0.8	True	4	False	False	4 cell lines, each resistant subline compared within its own cell line	0.53145903933498	GSE118713	True	-0.128950200396878	0.128950200396878	0.15352206376331	11.3297225287149	4.1433412528424	0.321816876485056	0.72170580070892	0.4712118449826059	1.0	0.0	null_uninformative_observed_effect_below_mde80	
EIF4ENIF1	GSE111151	gse111151	edgeR_glmQLF	wald	observed_bh_threshold	7.52279464143052e-05	largest nominal p-value that attained BH FDR <= 0.05 in this dataset; DESCRIPTIVE ONLY -- outcome-dependent, not a prospective design alpha, and not equivalent to FDR control	0.8	True	4	False	False	4 cell lines, each resistant subline compared within its own cell line	0.53145903933498	GSE118713	True	-0.128950200396878	0.128950200396878	0.15352206376331	11.3297225287149	4.1433412528424	0.321816876485056	0.72170580070892	1.1120743936265727	1.0	1.0	null_uninformative_observed_effect_below_mde80	
EIF4ENIF1	GSE118713	gse118713	limma_eBayes_log2TPM1	wald	bonferroni_13	0.0038461538461538464	Bonferroni across the 13-candidate family, 0.05/13	0.8	True	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	0.128950200396878	GSE111151	True	0.53145903933498	0.53145903933498	0.185586064484291	10.2816586136819	4.00020665484082	0.0164126955030823	0.0529761966227399	0.8724394488534593	1.0	1.0	null_uninformative_observed_effect_below_mde80	
EIF4ENIF1	GSE118713	gse118713	limma_eBayes_log2TPM1	wald	nominal_0.05	0.05	fixed nominal alpha = 0.05, per-gene type-I error	0.8	True	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	0.128950200396878	GSE111151	True	0.53145903933498	0.53145903933498	0.185586064484291	10.2816586136819	4.00020665484082	0.0164126955030823	0.0529761966227399	0.5753855354097442	1.0	1.0	null_uninformative_observed_effect_below_mde80	
EIF4ENIF1	GSE118713	gse118713	limma_eBayes_log2TPM1	wald	observed_bh_threshold	0.01512778116206	largest nominal p-value that attained BH FDR <= 0.05 in this dataset; DESCRIPTIVE ONLY -- outcome-dependent, not a prospective design alpha, and not equivalent to FDR control	0.8	True	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	0.128950200396878	GSE111151	True	0.53145903933498	0.53145903933498	0.185586064484291	10.2816586136819	4.00020665484082	0.0164126955030823	0.0529761966227399	0.7117631246972114	1.0	1.0	null_uninformative_observed_effect_below_mde80	
EIF4ENIF1	GSE240112	gse240112	edgeR_glmQLF	wald	bonferroni_13	0.0038461538461538464	Bonferroni across the 13-candidate family, 0.05/13	0.8	True	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	0.53145903933498	GSE118713	True	0.0629475872692003	0.0629475872692003	0.246498076189724	9.15850175549707	4.95692194592041	0.792166447431357	0.863278728164698	1.19670418882981	1.0	1.0	null_uninformative_observed_effect_below_mde80	
EIF4ENIF1	GSE240112	gse240112	edgeR_glmQLF	wald	nominal_0.05	0.05	fixed nominal alpha = 0.05, per-gene type-I error	0.8	True	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	0.53145903933498	GSE118713	True	0.0629475872692003	0.0629475872692003	0.246498076189724	9.15850175549707	4.95692194592041	0.792166447431357	0.863278728164698	0.774665261791018	1.0	1.0	null_uninformative_observed_effect_below_mde80	
EIF4ENIF1	GSE240112	gse240112	edgeR_glmQLF	wald	observed_bh_threshold	0.0144284705853847	largest nominal p-value that attained BH FDR <= 0.05 in this dataset; DESCRIPTIVE ONLY -- outcome-dependent, not a prospective design alpha, and not equivalent to FDR control	0.8	True	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	0.53145903933498	GSE118713	True	0.0629475872692003	0.0629475872692003	0.246498076189724	9.15850175549707	4.95692194592041	0.792166447431357	0.863278728164698	0.9738634167755039	1.0	1.0	null_uninformative_observed_effect_below_mde80	
HMGB1	GSE111151	gse111151	edgeR_glmQLF	wald	bonferroni_13	0.0038461538461538464	Bonferroni across the 13-candidate family, 0.05/13	0.8	True	4	False	False	4 cell lines, each resistant subline compared within its own cell line	0.154623744509501	GSE240112	True	-0.130515412318803	0.130515412318803	0.203285851485577	11.3297330096388	7.55732233799884	0.453830618697012	0.80271652586053	0.9332449340529649	1.0	1.0	null_uninformative_observed_effect_below_mde80	
HMGB1	GSE111151	gse111151	edgeR_glmQLF	wald	nominal_0.05	0.05	fixed nominal alpha = 0.05, per-gene type-I error	0.8	True	4	False	False	4 cell lines, each resistant subline compared within its own cell line	0.154623744509501	GSE240112	True	-0.130515412318803	0.130515412318803	0.203285851485577	11.3297330096388	7.55732233799884	0.453830618697012	0.80271652586053	0.6239539132526613	1.0	1.0	null_uninformative_observed_effect_below_mde80	
HMGB1	GSE111151	gse111151	edgeR_glmQLF	wald	observed_bh_threshold	7.52279464143052e-05	largest nominal p-value that attained BH FDR <= 0.05 in this dataset; DESCRIPTIVE ONLY -- outcome-dependent, not a prospective design alpha, and not equivalent to FDR control	0.8	True	4	False	False	4 cell lines, each resistant subline compared within its own cell line	0.154623744509501	GSE240112	True	-0.130515412318803	0.130515412318803	0.203285851485577	11.3297330096388	7.55732233799884	0.453830618697012	0.80271652586053	1.4725498404423434	1.0	1.0	null_uninformative_observed_effect_below_mde80	
HMGB1	GSE118713	gse118713	limma_eBayes_log2TPM1	wald	bonferroni_13	0.0038461538461538464	Bonferroni across the 13-candidate family, 0.05/13	0.8	True	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	0.154623744509501	GSE240112	True	-0.0794061555047207	0.0794061555047207	0.149496499026323	10.2816586136819	10.0652196379838	0.606593124982683	0.731817935481995	0.7027825261475219	1.0	1.0	null_uninformative_observed_effect_below_mde80	
HMGB1	GSE118713	gse118713	limma_eBayes_log2TPM1	wald	nominal_0.05	0.05	fixed nominal alpha = 0.05, per-gene type-I error	0.8	True	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	0.154623744509501	GSE240112	True	-0.0794061555047207	0.0794061555047207	0.149496499026323	10.2816586136819	10.0652196379838	0.606593124982683	0.731817935481995	0.4634945159981245	1.0	1.0	null_uninformative_observed_effect_below_mde80	
HMGB1	GSE118713	gse118713	limma_eBayes_log2TPM1	wald	observed_bh_threshold	0.01512778116206	largest nominal p-value that attained BH FDR <= 0.05 in this dataset; DESCRIPTIVE ONLY -- outcome-dependent, not a prospective design alpha, and not equivalent to FDR control	0.8	True	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	0.154623744509501	GSE240112	True	-0.0794061555047207	0.0794061555047207	0.149496499026323	10.2816586136819	10.0652196379838	0.606593124982683	0.731817935481995	0.5733517523104306	1.0	1.0	null_uninformative_observed_effect_below_mde80	
HMGB1	GSE240112	gse240112	edgeR_glmQLF	wald	bonferroni_13	0.0038461538461538464	Bonferroni across the 13-candidate family, 0.05/13	0.8	True	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	0.130515412318803	GSE111151	True	-0.154623744509501	0.154623744509501	0.464275484054317	9.15911878654182	10.8023176870949	0.731573371995063	0.820887420028315	2.2539293056100687	1.0	1.0	null_uninformative_observed_effect_below_mde80	
HMGB1	GSE240112	gse240112	edgeR_glmQLF	wald	nominal_0.05	0.05	fixed nominal alpha = 0.05, per-gene type-I error	0.8	True	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	0.130515412318803	GSE111151	True	-0.154623744509501	0.154623744509501	0.464275484054317	9.15911878654182	10.8023176870949	0.731573371995063	0.820887420028315	1.4590582624847448	1.0	1.0	null_uninformative_observed_effect_below_mde80	
HMGB1	GSE240112	gse240112	edgeR_glmQLF	wald	observed_bh_threshold	0.0144284705853847	largest nominal p-value that attained BH FDR <= 0.05 in this dataset; DESCRIPTIVE ONLY -- outcome-dependent, not a prospective design alpha, and not equivalent to FDR control	0.8	True	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	0.130515412318803	GSE111151	True	-0.154623744509501	0.154623744509501	0.464275484054317	9.15911878654182	10.8023176870949	0.731573371995063	0.820887420028315	1.834232084365288	1.0	1.0	null_uninformative_observed_effect_below_mde80	
ICK	GSE111151	gse111151	edgeR_glmQLF	wald	bonferroni_13	0.0038461538461538464	Bonferroni across the 13-candidate family, 0.05/13	0.8	True	4	False	False	4 cell lines, each resistant subline compared within its own cell line	0.358028755494179	GSE240112	True	-0.168093978284892	0.168093978284892	0.184245032582871	11.3297308908689	5.14723134929012	0.287875096072109	0.697681709271967	0.8458323559224429	1.0	1.0	null_uninformative_observed_effect_below_mde80	
ICK	GSE111151	gse111151	edgeR_glmQLF	wald	nominal_0.05	0.05	fixed nominal alpha = 0.05, per-gene type-I error	0.8	True	4	False	False	4 cell lines, each resistant subline compared within its own cell line	0.358028755494179	GSE240112	True	-0.168093978284892	0.168093978284892	0.184245032582871	11.3297308908689	5.14723134929012	0.287875096072109	0.697681709271967	0.5655111280179552	1.0	1.0	null_uninformative_observed_effect_below_mde80	
ICK	GSE111151	gse111151	edgeR_glmQLF	wald	observed_bh_threshold	7.52279464143052e-05	largest nominal p-value that attained BH FDR <= 0.05 in this dataset; DESCRIPTIVE ONLY -- outcome-dependent, not a prospective design alpha, and not equivalent to FDR control	0.8	True	4	False	False	4 cell lines, each resistant subline compared within its own cell line	0.358028755494179	GSE240112	True	-0.168093978284892	0.168093978284892	0.184245032582871	11.3297308908689	5.14723134929012	0.287875096072109	0.697681709271967	1.334623218955936	1.0	1.0	null_uninformative_observed_effect_below_mde80	
ICK	GSE118713	gse118713	limma_eBayes_log2TPM1	wald	bonferroni_13	0.0038461538461538464	Bonferroni across the 13-candidate family, 0.05/13	0.8	True	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	0.358028755494179	GSE240112	True	0.106733026979587	0.106733026979587	0.161537220378989	10.2816586136819	2.9693022911884	0.523311365648252	0.663325990388584	0.7593859156849251	1.0	1.0	null_uninformative_observed_effect_below_mde80	
ICK	GSE118713	gse118713	limma_eBayes_log2TPM1	wald	nominal_0.05	0.05	fixed nominal alpha = 0.05, per-gene type-I error	0.8	True	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	0.358028755494179	GSE240112	True	0.106733026979587	0.106733026979587	0.161537220378989	10.2816586136819	2.9693022911884	0.523311365648252	0.663325990388584	0.5008252117132097	1.0	1.0	null_uninformative_observed_effect_below_mde80	
ICK	GSE118713	gse118713	limma_eBayes_log2TPM1	wald	observed_bh_threshold	0.01512778116206	largest nominal p-value that attained BH FDR <= 0.05 in this dataset; DESCRIPTIVE ONLY -- outcome-dependent, not a prospective design alpha, and not equivalent to FDR control	0.8	True	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	0.358028755494179	GSE240112	True	0.106733026979587	0.106733026979587	0.161537220378989	10.2816586136819	2.9693022911884	0.523311365648252	0.663325990388584	0.6195305506916499	1.0	1.0	null_uninformative_observed_effect_below_mde80	
ICK	GSE240112	gse240112	edgeR_glmQLF	wald	bonferroni_13	0.0038461538461538464	Bonferroni across the 13-candidate family, 0.05/13	0.8	True	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	0.168093978284892	GSE111151	True	0.358028755494179	0.358028755494179	0.346352214968185	9.15845923965405	4.76581492932709	0.297759481780262	0.44062569101796	1.6814805516736704	1.0	1.0	null_uninformative_observed_effect_below_mde80	
ICK	GSE240112	gse240112	edgeR_glmQLF	wald	nominal_0.05	0.05	fixed nominal alpha = 0.05, per-gene type-I error	0.8	True	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	0.168093978284892	GSE111151	True	0.358028755494179	0.358028755494179	0.346352214968185	9.15845923965405	4.76581492932709	0.297759481780262	0.44062569101796	1.0884757781057746	1.0	1.0	null_uninformative_observed_effect_below_mde80	
ICK	GSE240112	gse240112	edgeR_glmQLF	wald	observed_bh_threshold	0.0144284705853847	largest nominal p-value that attained BH FDR <= 0.05 in this dataset; DESCRIPTIVE ONLY -- outcome-dependent, not a prospective design alpha, and not equivalent to FDR control	0.8	True	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	0.168093978284892	GSE111151	True	0.358028755494179	0.358028755494179	0.346352214968185	9.15845923965405	4.76581492932709	0.297759481780262	0.44062569101796	1.3683679682749201	1.0	1.0	null_uninformative_observed_effect_below_mde80	
KDM1A	GSE111151	gse111151	edgeR_glmQLF	wald	bonferroni_13	0.0038461538461538464	Bonferroni across the 13-candidate family, 0.05/13	0.8	True	4	False	False	4 cell lines, each resistant subline compared within its own cell line	0.191941386609262	GSE240112	True	0.0713993613378379	0.0713993613378379	0.206152716534493	11.3297323629684	5.85799984893404	0.68504690338252	0.905930650706976	0.9464061540439371	1.0	1.0	null_uninformative_observed_effect_below_mde80	
KDM1A	GSE111151	gse111151	edgeR_glmQLF	wald	nominal_0.05	0.05	fixed nominal alpha = 0.05, per-gene type-I error	0.8	True	4	False	False	4 cell lines, each resistant subline compared within its own cell line	0.191941386609262	GSE240112	True	0.0713993613378379	0.0713993613378379	0.206152716534493	11.3297323629684	5.85799984893404	0.68504690338252	0.905930650706976	0.6327533076633116	1.0	1.0	null_uninformative_observed_effect_below_mde80	
KDM1A	GSE111151	gse111151	edgeR_glmQLF	wald	observed_bh_threshold	7.52279464143052e-05	largest nominal p-value that attained BH FDR <= 0.05 in this dataset; DESCRIPTIVE ONLY -- outcome-dependent, not a prospective design alpha, and not equivalent to FDR control	0.8	True	4	False	False	4 cell lines, each resistant subline compared within its own cell line	0.191941386609262	GSE240112	True	0.0713993613378379	0.0713993613378379	0.206152716534493	11.3297323629684	5.85799984893404	0.68504690338252	0.905930650706976	1.4933167058453283	1.0	1.0	null_uninformative_observed_effect_below_mde80	
KDM1A	GSE118713	gse118713	limma_eBayes_log2TPM1	wald	bonferroni_13	0.0038461538461538464	Bonferroni across the 13-candidate family, 0.05/13	0.8	True	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	0.191941386609262	GSE240112	True	0.146667919066447	0.146667919066447	0.146826565942485	10.2816586136819	5.98390526399663	0.340762443520025	0.493845720601604	0.6902311799318885	1.0	1.0	null_uninformative_observed_effect_below_mde80	
KDM1A	GSE118713	gse118713	limma_eBayes_log2TPM1	wald	nominal_0.05	0.05	fixed nominal alpha = 0.05, per-gene type-I error	0.8	True	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	0.191941386609262	GSE240112	True	0.146667919066447	0.146667919066447	0.146826565942485	10.2816586136819	5.98390526399663	0.340762443520025	0.493845720601604	0.45521673457514295	1.0	1.0	null_uninformative_observed_effect_below_mde80	
KDM1A	GSE118713	gse118713	limma_eBayes_log2TPM1	wald	observed_bh_threshold	0.01512778116206	largest nominal p-value that attained BH FDR <= 0.05 in this dataset; DESCRIPTIVE ONLY -- outcome-dependent, not a prospective design alpha, and not equivalent to FDR control	0.8	True	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	0.191941386609262	GSE240112	True	0.146667919066447	0.146667919066447	0.146826565942485	10.2816586136819	5.98390526399663	0.340762443520025	0.493845720601604	0.5631119753104752	1.0	1.0	null_uninformative_observed_effect_below_mde80	
KDM1A	GSE240112	gse240112	edgeR_glmQLF	wald	bonferroni_13	0.0038461538461538464	Bonferroni across the 13-candidate family, 0.05/13	0.8	True	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	0.146667919066447	GSE118713	True	0.191941386609262	0.191941386609262	0.258619666607092	9.1589905438897	5.97426691463631	0.451435037867876	0.59163963287314	1.2555323360189263	1.0	1.0	null_uninformative_observed_effect_below_mde80	
KDM1A	GSE240112	gse240112	edgeR_glmQLF	wald	nominal_0.05	0.05	fixed nominal alpha = 0.05, per-gene type-I error	0.8	True	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	0.146667919066447	GSE118713	True	0.191941386609262	0.191941386609262	0.258619666607092	9.1589905438897	5.97426691463631	0.451435037867876	0.59163963287314	0.8127541428629799	1.0	1.0	null_uninformative_observed_effect_below_mde80	
KDM1A	GSE240112	gse240112	edgeR_glmQLF	wald	observed_bh_threshold	0.0144284705853847	largest nominal p-value that attained BH FDR <= 0.05 in this dataset; DESCRIPTIVE ONLY -- outcome-dependent, not a prospective design alpha, and not equivalent to FDR control	0.8	True	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	0.146667919066447	GSE118713	True	0.191941386609262	0.191941386609262	0.258619666607092	9.1589905438897	5.97426691463631	0.451435037867876	0.59163963287314	1.0217421868328558	1.0	1.0	null_uninformative_observed_effect_below_mde80	
PET117	GSE111151	gse111151	edgeR_glmQLF	wald	bonferroni_13	0.0038461538461538464	Bonferroni across the 13-candidate family, 0.05/13	0.8	True	4	False	False	4 cell lines, each resistant subline compared within its own cell line	0.246376118564829	GSE240112	True	0.0180744802898094	0.0180744802898094	0.260769715663056	11.329548063945	3.25911638092373	0.935547849535409	0.982753570306189	1.1971464281665154	1.0	1.0	null_uninformative_observed_effect_below_mde80	
PET117	GSE111151	gse111151	edgeR_glmQLF	wald	nominal_0.05	0.05	fixed nominal alpha = 0.05, per-gene type-I error	0.8	True	4	False	False	4 cell lines, each resistant subline compared within its own cell line	0.246376118564829	GSE240112	True	0.0180744802898094	0.0180744802898094	0.260769715663056	11.329548063945	3.25911638092373	0.935547849535409	0.982753570306189	0.8003928634303226	1.0	1.0	null_uninformative_observed_effect_below_mde80	
PET117	GSE111151	gse111151	edgeR_glmQLF	wald	observed_bh_threshold	7.52279464143052e-05	largest nominal p-value that attained BH FDR <= 0.05 in this dataset; DESCRIPTIVE ONLY -- outcome-dependent, not a prospective design alpha, and not equivalent to FDR control	0.8	True	4	False	False	4 cell lines, each resistant subline compared within its own cell line	0.246376118564829	GSE240112	True	0.0180744802898094	0.0180744802898094	0.260769715663056	11.329548063945	3.25911638092373	0.935547849535409	0.982753570306189	1.8889626774614925	1.0	1.0	null_uninformative_observed_effect_below_mde80	
PET117	GSE118713	gse118713	limma_eBayes_log2TPM1	wald	bonferroni_13	0.0038461538461538464	Bonferroni across the 13-candidate family, 0.05/13	0.8	True	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	0.246376118564829	GSE240112	True	-0.0587411607946384	0.0587411607946384	0.134624611147811	10.2816586136819	3.96737114240172	0.671615306818205	0.783384004604082	0.6328698325398737	1.0	1.0	null_uninformative_observed_effect_below_mde80	
PET117	GSE118713	gse118713	limma_eBayes_log2TPM1	wald	nominal_0.05	0.05	fixed nominal alpha = 0.05, per-gene type-I error	0.8	True	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	0.246376118564829	GSE240112	True	-0.0587411607946384	0.0587411607946384	0.134624611147811	10.2816586136819	3.96737114240172	0.671615306818205	0.783384004604082	0.41738615547380487	1.0	1.0	null_uninformative_observed_effect_below_mde80	
PET117	GSE118713	gse118713	limma_eBayes_log2TPM1	wald	observed_bh_threshold	0.01512778116206	largest nominal p-value that attained BH FDR <= 0.05 in this dataset; DESCRIPTIVE ONLY -- outcome-dependent, not a prospective design alpha, and not equivalent to FDR control	0.8	True	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	0.246376118564829	GSE240112	True	-0.0587411607946384	0.0587411607946384	0.134624611147811	10.2816586136819	3.96737114240172	0.671615306818205	0.783384004604082	0.5163148114349703	1.0	1.0	null_uninformative_observed_effect_below_mde80	
