gene_symbol	dataset	dataset_key	engine	log2fc	se_wald	ci_low_wald	ci_high_wald	se_f_calibrated	ci_low_f_calibrated	ci_high_f_calibrated	quasi_f	df_total	p_value_frozen_method	fdr_frozen_method	avg_log_cpm	n_biological_units	pseudoreplicated	group_confounded_with_biobank	dataset_caveat	post_freeze_exploratory
ICK	GSE118713	gse118713	limma_eBayes_log2TPM1	0.106733026979587	0.161537220378989	-0.2098741071259411	0.4233401610851151	0.16153722037898877	-0.20987410712594065	0.42334016108511463	0.436568545149916	10.2816586136819	0.523311365648252	0.663325990388584	2.9693022911884	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	True
ICK	GSE240112	gse240112	edgeR_glmQLF	0.358028755494179	0.346352214968185	-0.3208091118091383	1.0368666227974963	0.32430555930106075	-0.27759846072201877	0.9936559717103768	1.21878480431436	9.15845923965405	0.297759481780262	0.44062569101796	4.76581492932709	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	True
KDM1A	GSE111151	gse111151	edgeR_glmQLF	0.0713993613378379	0.206152716534493	-0.33265253838486325	0.4754512610605391	0.17155521927347633	-0.2648426897980474	0.40764141247372326	0.173213119645569	11.3297323629684	0.68504690338252	0.905930650706976	5.85799984893404	4	False	False	4 cell lines, each resistant subline compared within its own cell line	True
KDM1A	GSE118713	gse118713	limma_eBayes_log2TPM1	0.146667919066447	0.146826565942485	-0.1411068621545189	0.4344427002874129	0.1468265659424856	-0.14110686215452012	0.4344427002874141	0.997840156982094	10.2816586136819	0.340762443520025	0.493845720601604	5.98390526399663	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	True
KDM1A	GSE240112	gse240112	edgeR_glmQLF	0.191941386609262	0.258619666607092	-0.3149438456343945	0.6988266188529184	0.24404013005524414	-0.2863684790814873	0.6702512523000113	0.618606900521892	9.1589905438897	0.451435037867876	0.59163963287314	5.97426691463631	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	True
PET117	GSE111151	gse111151	edgeR_glmQLF	0.0180744802898094	0.260769715663056	-0.4930247706685308	0.5291737312481496	0.21860467338202733	-0.41038280639110597	0.4465317669707248	0.0068361684042801	11.329548063945	0.935547849535409	0.982753570306189	3.25911638092373	4	False	False	4 cell lines, each resistant subline compared within its own cell line	True
PET117	GSE118713	gse118713	limma_eBayes_log2TPM1	-0.0587411607946384	0.134624611147811	-0.32260055007705746	0.20511822848778063	0.13462461114781035	-0.3226005500770561	0.20511822848777936	0.190386489084403	10.2816586136819	0.671615306818205	0.783384004604082	3.96737114240172	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	True
PET117	GSE240112	gse240112	edgeR_glmQLF	-0.246376118564829	0.317921095622409	-0.8694900159102653	0.3767377787806073	0.297585197892639	-0.8296323887666261	0.33688015163696816	0.685448085054643	9.15640310708837	0.428767437017977	0.570163539426128	4.10982394029195	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	True
SUPT4H1	GSE111151	gse111151	edgeR_glmQLF	0.0183645827810597	0.205216961388703	-0.38385327055754503	0.4205824361196644	0.17037408661331171	-0.31556249087993904	0.3522916564420584	0.0116186334677581	11.3297319955289	0.916047683397903	0.977955507540752	5.75078343163833	4	False	False	4 cell lines, each resistant subline compared within its own cell line	True
SUPT4H1	GSE118713	gse118713	limma_eBayes_log2TPM1	0.037335300465398	0.163742605222295	-0.28359430850506034	0.35826490943585637	0.16374260522229464	-0.2835943085050597	0.3582649094358557	0.0519895321983428	10.2816586136819	0.824107519679636	0.893464168113868	7.20668597791788	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	True
SUPT4H1	GSE240112	gse240112	edgeR_glmQLF	1.00349742270902	0.399175024532133	0.2211287510981469	1.7858660943198932	0.3787829499449771	0.261096482859027	1.7458983625590132	7.01861917992929	9.15907013371663	0.0261281073826727	0.0765239610374908	7.04448167574446	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	True
TADA2B	GSE111151	gse111151	edgeR_glmQLF	0.0560617398417958	0.191009009903784	-0.31830904029227536	0.43043251997586696	0.15763894085397637	-0.2529049067930376	0.3650283864766292	0.126475419004439	11.3296731555255	0.728647978515586	0.922008042963833	3.54502988282996	4	False	False	4 cell lines, each resistant subline compared within its own cell line	True
TADA2B	GSE118713	gse118713	limma_eBayes_log2TPM1	0.0065434913994528	0.16755091202543	-0.321850261747229	0.33493724454613466	0.16755091202543268	-0.3218502617472343	0.33493724454613993	0.001525195374583	10.2816586136819	0.969595475342978	0.984583852830181	3.29700170890929	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	True
TADA2B	GSE240112	gse240112	edgeR_glmQLF	0.427658434315663	0.36558076422798	-0.28886669701180673	1.1441835656431327	0.3416432919564556	-0.24195011347869272	1.0972669821100187	1.56692528045354	9.15350998510419	0.241695471048395	0.380115251679473	3.32481915523362	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	True
TLK2	GSE111151	gse111151	edgeR_glmQLF	0.0727893622757189	0.138267632350196	-0.19821021735829053	0.34378894190972836	0.11225602702126841	-0.1472284077335223	0.29280713228496014	0.420452068846359	11.3297321603661	0.529634514645246	0.839733945674166	6.20229559154226	4	False	False	4 cell lines, each resistant subline compared within its own cell line	True
TLK2	GSE118713	gse118713	limma_eBayes_log2TPM1	-0.151752544851276	0.237848250024405	-0.6179265486849879	0.3144214589824358	0.2378482500244047	-0.6179265486849873	0.31442145898243523	0.407072762814987	10.2816586136819	0.537409278417347	0.674943903042665	5.5822729807007	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	True
TLK2	GSE240112	gse240112	edgeR_glmQLF	0.0570763695102118	0.257081095960435	-0.44679331967832636	0.5609460586987499	0.24245698234820467	-0.41813058369253303	0.5322833227129566	0.0554170356148483	9.15906259909623	0.819071205238469	0.882577720157556	6.87227400541716	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	True
TSR3	GSE111151	gse111151	edgeR_glmQLF	0.0940236720029586	0.227645899725456	-0.3521540926871518	0.540201436693069	0.1908961288419805	-0.2801258653154411	0.46817320932135825	0.242594065860633	11.3296243280817	0.631744768066856	0.883155989074822	3.59358117159085	4	False	False	4 cell lines, each resistant subline compared within its own cell line	True
TSR3	GSE118713	gse118713	limma_eBayes_log2TPM1	-0.467160834528706	0.250529730592682	-0.9581900835468853	0.023868414489473355	0.2505297305926821	-0.9581900835468855	0.023868414489473466	3.47707700110451	10.2816586136819	0.0909922469544311	0.19102192420909	5.78524107102786	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	True
TSR3	GSE240112	gse240112	edgeR_glmQLF	-0.426897318866676	0.361944404096437	-1.136295315301504	0.28250067756815217	0.3403745342262062	-1.094019147204636	0.2402245094712842	1.57301453035632	9.15891315969062	0.240833055309526	0.379225116913949	6.18537320761142	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	True
USP34	GSE111151	gse111151	edgeR_glmQLF	0.161522475648414	0.150721340330849	-0.13388592310165437	0.45693087439848235	0.12244328071383836	-0.07846194469963702	0.401506895996465	1.74018736037102	11.3297330738106	0.213154321288622	0.632236473760328	7.89646732238949	4	False	False	4 cell lines, each resistant subline compared within its own cell line	True
USP34	GSE118713	gse118713	limma_eBayes_log2TPM1	0.590437436807219	0.134276684959997	0.3272599703221938	0.8536149032922443	0.13427668495999653	0.32725997032219467	0.8536149032922434	19.3351057118579	10.2816586136819	0.0012547294526722	0.0073136129571408	5.49617906825271	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	True
USP34	GSE240112	gse240112	edgeR_glmQLF	0.400106644327525	0.245995713537254	-0.08203609455672506	0.882249383211775	0.2321564435432311	-0.054911623796114306	0.8551249124511644	2.97022974406896	9.15906781598865	0.118318499553175	0.22750138874853	7.05177828152781	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	True
VEZF1	GSE111151	gse111151	edgeR_glmQLF	-0.238235372712826	0.207100980107891	-0.6441458348872385	0.16767508946158652	0.16988272946954724	-0.5711994040684999	0.09472865864284788	1.96659092183108	11.3297327030349	0.187611288174084	0.607594477564463	6.3797686877363	4	False	False	4 cell lines, each resistant subline compared within its own cell line	True
VEZF1	GSE118713	gse118713	limma_eBayes_log2TPM1	0.426552278550176	0.253323821202921	-0.06995328743361329	0.9230578445339653	0.2533238212029213	-0.06995328743361384	0.9230578445339659	2.83525726262857	10.2816586136819	0.122286724868769	0.237500391027449	4.54814378027833	1	True	False	3 replicates per arm of a single MCF7/TAMR lineage; replicates are not independent biological units, so this dataset's p-values and SEs are anticonservative by an unidentifiable factor	True
VEZF1	GSE240112	gse240112	edgeR_glmQLF	1.14940832913316	0.317351481879919	0.5274108542081032	1.771405804058217	0.3015341384171088	0.5584122777263113	1.7404043805400087	14.5303375481248	9.15891311480192	0.0040105194402939	0.0194899399382215	5.48726153037245	6	False	True	group is perfectly confounded with biobank at n = 3 vs 3; no weighting scheme separates recurrence from biobank, so this dataset's effect is not attributable to recurrence alone	True
