gene	n_datasets_testable	n_datasets_fdr05	median_evidence_percentile	equal_dataset_mean_percentile	rank
MVK	2	1	0.5002441492886591	0.5002441492886591	5090
COQ7	2	1	0.49995675296569764	0.49995675296569764	5091
AC137932.3	2	1	0.49986613232118315	0.49986613232118315	5092
FGGY	2	1	0.49980069719530695	0.49980069719530695	5093
MORF4L2-AS1	2	1	0.4996736074829649	0.4996736074829649	5094
SPINK5	2	1	0.4995894372504205	0.4995894372504205	5095
FBXW9	2	1	0.4994941168731164	0.4994941168731164	5096
AFDN	2	1	0.499308773568089	0.499308773568089	5097
FNTA	2	1	0.49916292396845735	0.49916292396845735	5098
CNTLN	2	1	0.4990451411022215	0.4990451411022215	5099
TET1	2	1	0.4985758974236644	0.4985758974236644	5100
NCMAP	2	1	0.4985295721313511	0.4985295721313511	5101
THSD1	2	1	0.49841892566182805	0.49841892566182805	5102
USP3-AS1	2	1	0.49841468734691546	0.49841468734691546	5103
MAPK11	2	1	0.4983405505555019	0.4983405505555019	5104
RIC3	2	1	0.49830947758545285	0.49830947758545285	5105
RBP5	2	1	0.4979234088419959	0.4979234088419959	5106
ACADVL	2	1	0.4977009888655459	0.4977009888655459	5107
HIRIP3	2	1	0.497602173480856	0.497602173480856	5108
AP000845.1	2	1	0.4974119554079226	0.4974119554079226	5109
COL5A3	2	1	0.4973194164614119	0.4973194164614119	5110
AL357153.1	2	1	0.49718342011527317	0.49718342011527317	5111
RCCD1	2	1	0.49717820605167773	0.49717820605167773	5112
SINHCAF	2	1	0.4970217951929399	0.4970217951929399	5113
AC073195.1	2	1	0.4968536234228756	0.4968536234228756	5114
XPO7	2	1	0.49684218038320055	0.49684218038320055	5115
C8orf88	2	1	0.4967842369104203	0.4967842369104203	5116
LINC01411	2	1	0.4962828143119413	0.4962828143119413	5117
SNX27	2	1	0.49627670340396435	0.49627670340396435	5118
SUSD2	2	1	0.49604428740790063	0.49604428740790063	5119
DHRS3	2	1	0.49581158590571417	0.49581158590571417	5120
SMIM4	2	1	0.49508445591330236	0.49508445591330236	5121
ZC3HC1	2	1	0.4950786308408812	0.4950786308408812	5122
DDHD1	2	1	0.49461782515465735	0.49461782515465735	5123
KIF22	2	1	0.49461411354861773	0.49461411354861773	5124
NPB	2	1	0.4945878710318927	0.4945878710318927	5125
BMP7	2	1	0.4942179195095338	0.4942179195095338	5126
ZP3	2	1	0.4941949570887568	0.4941949570887568	5127
CPEB1	2	1	0.4940776854408526	0.4940776854408526	5128
ARMC2	2	1	0.49397039202197496	0.49397039202197496	5129
LRFN2	2	1	0.49361747463069827	0.49361747463069827	5130
PHC1	2	1	0.49275590820907095	0.49275590820907095	5131
SLC25A40	2	1	0.49272675597655985	0.49272675597655985	5132
AC008443.5	2	1	0.49230220943719716	0.49230220943719716	5133
UXS1	2	1	0.4921332999590992	0.4921332999590992	5134
ZC3H11B	2	1	0.49201199005514995	0.49201199005514995	5135
RWDD3	2	1	0.4920089915118002	0.4920089915118002	5136
ZNF763	2	1	0.49186312282191436	0.49186312282191436	5137
PIM1	2	1	0.49156503360327697	0.49156503360327697	5138
SLC35G2	2	1	0.49139621281496193	0.49139621281496193	5139
SPIN2A	2	1	0.4908051558778575	0.4908051558778575	5140
ZNF789	2	1	0.4906810950341286	0.4906810950341286	5141
GABPB1	2	1	0.49067017010813563	0.49067017010813563	5142
AC016027.1	2	1	0.4905771557371251	0.4905771557371251	5143
MYOCOS	2	1	0.4905479914429203	0.4905479914429203	5144
DTX4	2	1	0.49041356598838887	0.49041356598838887	5145
AC027288.3	2	1	0.490065139762256	0.490065139762256	5146
AL034417.3	2	1	0.4900553203675698	0.4900553203675698	5147
AC136616.1	2	1	0.48994934109705424	0.48994934109705424	5148
PDGFRL	2	1	0.4897876216566811	0.4897876216566811	5149
SCX	2	1	0.48965891250536375	0.48965891250536375	5150
LAMP1	2	1	0.48962077971292806	0.48962077971292806	5151
IRF5	2	1	0.48929025796460185	0.48929025796460185	5152
ZNF200	2	1	0.4888556102884791	0.4888556102884791	5153
ZNF133	2	1	0.488711499697366	0.488711499697366	5154
CD36	2	1	0.4885619915988878	0.4885619915988878	5155
HDAC9	2	1	0.4882759254709589	0.4882759254709589	5156
AL157838.1	2	1	0.4882130666670062	0.4882130666670062	5157
MAG	2	1	0.4881240171659354	0.4881240171659354	5158
IFI44	2	1	0.488042736273078	0.488042736273078	5159
CNOT8	2	1	0.48749894340275074	0.48749894340275074	5160
HIC2	2	1	0.487191080151404	0.487191080151404	5161
GCOM1	2	1	0.4871656250599112	0.4871656250599112	5162
C11orf74	2	1	0.4866597716345773	0.4866597716345773	5163
CALB2	2	1	0.486504151957502	0.486504151957502	5164
FGD1	2	1	0.4864414870511352	0.4864414870511352	5165
OVCH1-AS1	2	1	0.48635017952706483	0.48635017952706483	5166
THOC2	2	1	0.48607016133466463	0.48607016133466463	5167
NOX5	2	1	0.4856603494232122	0.4856603494232122	5168
MBIP	2	1	0.48563732000561327	0.48563732000561327	5169
AC008736.1	2	1	0.4855591736619363	0.4855591736619363	5170
OBSCN-AS1	2	1	0.48549049663640087	0.48549049663640087	5171
CRAT	2	1	0.48539437996833623	0.48539437996833623	5172
HIP1R	2	1	0.4852111248551912	0.4852111248551912	5173
REC8	2	1	0.4849404168992181	0.4849404168992181	5174
CLIC2	2	1	0.4841694482957722	0.4841694482957722	5175
MBD2	2	1	0.4838910853164808	0.4838910853164808	5176
ZNF627	2	1	0.48356401101179225	0.48356401101179225	5177
MPZL2	2	1	0.48321963525728623	0.48321963525728623	5178
CHAC1	2	1	0.4830299808541675	0.4830299808541675	5179
PRRG1	2	1	0.48296630459356465	0.48296630459356465	5180
SELENBP1	2	1	0.48287475940279034	0.48287475940279034	5181
TMEM163	2	1	0.48284200147161177	0.48284200147161177	5182
DCAKD	2	1	0.48119278113608466	0.48119278113608466	5183
PHF20	2	1	0.4810589833370379	0.4810589833370379	5184
IFI44L	2	1	0.4809938920660233	0.4809938920660233	5185
BCR	2	1	0.4807635404428562	0.4807635404428562	5186
ERICH1	2	1	0.4806358272033373	0.4806358272033373	5187
ZNF727	2	1	0.48014958311505035	0.48014958311505035	5188
AL603832.1	2	1	0.4799635243274632	0.4799635243274632	5189
AL109976.1	2	1	0.47986745882993376	0.47986745882993376	5190
MIR4435-2HG	2	1	0.47986716482656894	0.47986716482656894	5191
C2	2	1	0.47985605038367846	0.47985605038367846	5192
ASAH1	2	1	0.4798415146394724	0.4798415146394724	5193
ALDH4A1	2	1	0.47936675295415027	0.47936675295415027	5194
CDV3	2	1	0.4790178540674041	0.4790178540674041	5195
CTBS	2	1	0.47881503814150783	0.47881503814150783	5196
ACAD11	2	1	0.4785940233502646	0.4785940233502646	5197
AC103591.3	2	1	0.47824609109244237	0.47824609109244237	5198
TBC1D4	2	1	0.4780791911340632	0.4780791911340632	5199
VILL	2	1	0.4777491373312227	0.4777491373312227	5200
BAZ2A	2	1	0.47762884216323287	0.47762884216323287	5201
GAREM2	2	1	0.4775145446210943	0.4775145446210943	5202
HS6ST1	2	1	0.4771117818181047	0.4771117818181047	5203
AC009148.1	2	1	0.47685285645520936	0.47685285645520936	5204
RTN4RL2	2	1	0.47667307995353936	0.47667307995353936	5205
DNAJC28	2	1	0.4763111264623242	0.4763111264623242	5206
HYKK	2	1	0.47613801609453094	0.47613801609453094	5207
CTNNB1	2	1	0.47599948603021813	0.47599948603021813	5208
SLC8A1	2	1	0.4758920973193992	0.4758920973193992	5209
PPP1R26-AS1	2	1	0.47576515414767473	0.47576515414767473	5210
AC127164.1	2	1	0.4747785674561941	0.4747785674561941	5211
FAHD1	2	1	0.474644872522895	0.474644872522895	5212
CELF5	2	1	0.47463189307511233	0.47463189307511233	5213
KNSTRN	2	1	0.4738031424892609	0.4738031424892609	5214
PRR36	2	1	0.4737841295065426	0.4737841295065426	5215
ZNF404	2	1	0.4737681761260367	0.4737681761260367	5216
SCAMP5	2	1	0.473631817976099	0.473631817976099	5217
SCN5A	2	1	0.47354163674186844	0.47354163674186844	5218
SPATA18	2	1	0.47305059347094075	0.47305059347094075	5219
AL590666.2	2	1	0.4726743579334399	0.4726743579334399	5220
AC025171.2	2	1	0.4725636732671929	0.4725636732671929	5221
ATP9A	2	1	0.47224930644574975	0.47224930644574975	5222
MRPL33	2	1	0.47193661753347704	0.47193661753347704	5223
RASL10B	2	1	0.4717601111592187	0.4717601111592187	5224
AC064836.2	2	1	0.4716462825222424	0.4716462825222424	5225
DMD	2	1	0.4714995674083346	0.4714995674083346	5226
LRP4	2	1	0.47085068443609157	0.47085068443609157	5227
TTLL11	2	1	0.4707162281655752	0.4707162281655752	5228
TEDC1	2	1	0.47002704999034706	0.47002704999034706	5229
WBP1L	2	1	0.46995662894655843	0.46995662894655843	5230
CD101	2	1	0.4697513688205881	0.4697513688205881	5231
AC080038.1	2	1	0.46911426517821714	0.46911426517821714	5232
CDKL4	2	1	0.4680923705962316	0.4680923705962316	5233
GADD45A	2	1	0.4680568423424801	0.4680568423424801	5234
AC004590.1	2	1	0.46721165297242123	0.46721165297242123	5235
CSRNP3	2	1	0.46703648522513885	0.46703648522513885	5236
ZNF319	2	1	0.46695438190910266	0.46695438190910266	5237
AC025682.1	2	1	0.46694487860775996	0.46694487860775996	5238
PCDHB14	2	1	0.4659412745733371	0.4659412745733371	5239
DHX58	2	1	0.46586415542150134	0.46586415542150134	5240
SLC39A8	2	1	0.4657825408224349	0.4657825408224349	5241
HTRA1	2	1	0.4655914389819948	0.4655914389819948	5242
LDHD	2	1	0.4654000560037135	0.4654000560037135	5243
SKA1	2	1	0.46526348638076237	0.46526348638076237	5244
REXO5	2	1	0.46483665765594195	0.46483665765594195	5245
RBM43	2	1	0.46332782763215646	0.46332782763215646	5246
PRICKLE3	2	1	0.46330391564060663	0.46330391564060663	5247
ACTL8	2	1	0.4627891488944292	0.4627891488944292	5248
C22orf39	2	1	0.4627835710829764	0.4627835710829764	5249
RIPOR3	2	1	0.462585765281092	0.462585765281092	5250
MMP17	2	1	0.462527249215397	0.462527249215397	5251
HDHD2	2	1	0.46215912002931697	0.46215912002931697	5252
EFCC1	2	1	0.4603113638961121	0.4603113638961121	5253
AL035427.1	2	1	0.4601186935846963	0.4601186935846963	5254
RASSF6	2	1	0.4600558946901274	0.4600558946901274	5255
MCL1	2	1	0.45952589934479066	0.45952589934479066	5256
BCL11B	2	1	0.45912199753586314	0.45912199753586314	5257
ATAT1	2	1	0.4586578845585326	0.4586578845585326	5258
AP4M1	2	1	0.45841519052532825	0.45841519052532825	5259
ST6GAL2	2	1	0.4581669922889019	0.4581669922889019	5260
AL359317.2	2	1	0.45759218120669354	0.45759218120669354	5261
ALAD	2	1	0.4575824395154611	0.4575824395154611	5262
IFT46	2	1	0.45703489776101736	0.45703489776101736	5263
DNAH2	2	1	0.456353225920046	0.456353225920046	5264
PKP2	2	1	0.45606056283789703	0.45606056283789703	5265
C1orf61	2	1	0.4556494487886254	0.4556494487886254	5266
ZDHHC7	2	1	0.45543338966675745	0.45543338966675745	5267
AC008764.6	2	1	0.4551784338863175	0.4551784338863175	5268
UGT2B15	2	1	0.4547704207099301	0.4547704207099301	5269
SLC19A2	2	1	0.4547461126759524	0.4547461126759524	5270
SPI1	2	1	0.45459848594214525	0.45459848594214525	5271
KSR2	2	1	0.4544997711005194	0.4544997711005194	5272
ZNF571-AS1	2	1	0.45449925323453794	0.45449925323453794	5273
AC078883.1	2	1	0.4533699989918173	0.4533699989918173	5274
EPHX4	2	1	0.4532600716544119	0.4532600716544119	5275
KCNJ6	2	1	0.4526698047276159	0.4526698047276159	5276
AC002076.1	2	1	0.45111140149760776	0.45111140149760776	5277
TG	2	1	0.4509100696983311	0.4509100696983311	5278
AC243829.1	2	1	0.4505671430522552	0.4505671430522552	5279
PDE5A	2	1	0.4504094299417516	0.4504094299417516	5280
ZNF630	2	1	0.4501493965949214	0.4501493965949214	5281
PIEZO1	2	1	0.45007860383245146	0.45007860383245146	5282
PAQR8	2	1	0.4496197939898451	0.4496197939898451	5283
CNTNAP1	2	1	0.4494884427726512	0.4494884427726512	5284
PLCB4	2	1	0.44939198230784105	0.44939198230784105	5285
PACSIN3	2	1	0.4493608809027153	0.4493608809027153	5286
C5	2	1	0.4490438666046167	0.4490438666046167	5287
MIR497HG	2	1	0.448921327177338	0.448921327177338	5288
ANAPC1	2	1	0.4484991536374994	0.4484991536374994	5289
EPHA1-AS1	2	1	0.4480509572991375	0.4480509572991375	5290
DNAJC2	2	1	0.44797576635656217	0.44797576635656217	5291
APTX	2	1	0.44704550535791476	0.44704550535791476	5292
EAF1	2	1	0.4466676247081806	0.4466676247081806	5293
CCDC22	2	1	0.4464604640186713	0.4464604640186713	5294
SEC61A2	2	1	0.44638492012335057	0.44638492012335057	5295
NEBL-AS1	2	1	0.4462976933986735	0.4462976933986735	5296
STK11	2	1	0.4462157626454267	0.4462157626454267	5297
DNER	2	1	0.4461567103097879	0.4461567103097879	5298
SLC1A1	2	1	0.44604799862349603	0.44604799862349603	5299
AC079305.1	2	1	0.44602474959075894	0.44602474959075894	5300
ZNF134	2	1	0.4459015700004188	0.4459015700004188	5301
NOP14-AS1	2	1	0.44570234241314	0.44570234241314	5302
AREL1	2	1	0.44541281315034686	0.44541281315034686	5303
MLLT10	2	1	0.4444806317585047	0.4444806317585047	5304
LINC01611	2	1	0.44378139667381533	0.44378139667381533	5305
GXYLT2	2	1	0.443610987124076	0.443610987124076	5306
POLD4	2	1	0.44351491668635534	0.44351491668635534	5307
PDZD7	2	1	0.4426747747961999	0.4426747747961999	5308
EHD3	2	1	0.44237688518281987	0.44237688518281987	5309
XPNPEP1	2	1	0.44186142969824316	0.44186142969824316	5310
PANX1	2	1	0.4409575781576334	0.4409575781576334	5311
AC137630.3	2	1	0.44062290731320786	0.44062290731320786	5312
AC009283.1	2	1	0.44016792936360194	0.44016792936360194	5313
LHX6	2	1	0.43968972322827216	0.43968972322827216	5314
AKR1E2	2	1	0.43844829202629054	0.43844829202629054	5315
AKAP6	2	1	0.4381912718894964	0.4381912718894964	5316
TMEM129	2	1	0.43808554004493777	0.43808554004493777	5317
PALM3	2	1	0.43666321612359016	0.43666321612359016	5318
POLR2J2	2	1	0.4357825530036084	0.4357825530036084	5319
ACSL4	2	1	0.4357200338471978	0.4357200338471978	5320
SPIRE2	2	1	0.4352918736016675	0.4352918736016675	5321
DLD	2	1	0.4334918068088472	0.4334918068088472	5322
FAM122C	2	1	0.432966285872293	0.432966285872293	5323
PFKL	2	1	0.4328627179912016	0.4328627179912016	5324
LRP2BP	2	1	0.4327215945486643	0.4327215945486643	5325
PDZD4	2	1	0.4324792624203634	0.4324792624203634	5326
AC008269.1	2	1	0.43229233344668727	0.43229233344668727	5327
RARB	2	1	0.43073135047102323	0.43073135047102323	5328
AL356488.3	2	1	0.4306670517377125	0.4306670517377125	5329
RNF157	2	1	0.4303542674059482	0.4303542674059482	5330
AP001062.1	2	1	0.4300401928597335	0.4300401928597335	5331
RFX3-AS1	2	1	0.429544798719524	0.429544798719524	5332
AC084809.2	2	1	0.42865808431853114	0.42865808431853114	5333
RPL31	2	1	0.42825521748279305	0.42825521748279305	5334
ARSB	2	1	0.4273599371187799	0.4273599371187799	5335
AC012358.3	2	1	0.4269099046325425	0.4269099046325425	5336
SLC15A4	2	1	0.4267721945523844	0.4267721945523844	5337
SPDYE1	2	1	0.42661688546057824	0.42661688546057824	5338
STAU1	2	1	0.425211626824655	0.425211626824655	5339
AL512625.3	2	1	0.42457963439493296	0.42457963439493296	5340
WDR63	2	1	0.4239063512257874	0.4239063512257874	5341
TRAK1	2	1	0.42378688903872686	0.42378688903872686	5342
SEC31B	2	1	0.4237804656722719	0.4237804656722719	5343
PLXDC1	2	1	0.4220545192765867	0.4220545192765867	5344
AC005480.1	2	1	0.4217649994000809	0.4217649994000809	5345
AC104506.1	2	1	0.4214925947571387	0.4214925947571387	5346
STPG1	2	1	0.4212354317796738	0.4212354317796738	5347
XYLB	2	1	0.4209258849668803	0.4209258849668803	5348
AC020661.3	2	1	0.4198690009983525	0.4198690009983525	5349
ZNF687	2	1	0.4182069363965831	0.4182069363965831	5350
IL11RA	2	1	0.4181118457147235	0.4181118457147235	5351
STRN	2	1	0.4174777319448737	0.4174777319448737	5352
FOXD4	2	1	0.41670763735240224	0.41670763735240224	5353
YTHDF2	2	1	0.4163360388640819	0.4163360388640819	5354
KLHL23	2	1	0.4159040886125361	0.4159040886125361	5355
MREG	2	1	0.4155759788258705	0.4155759788258705	5356
MYH14	2	1	0.41514055492121604	0.41514055492121604	5357
ZNF497	2	1	0.41454166655374636	0.41454166655374636	5358
LAMB1	2	1	0.4140686359796888	0.4140686359796888	5359
DCUN1D1	2	1	0.413413784265928	0.413413784265928	5360
WDR62	2	1	0.4120913421633805	0.4120913421633805	5361
AC110285.2	2	1	0.4113050359392966	0.4113050359392966	5362
AC102953.2	2	1	0.4102007162206701	0.4102007162206701	5363
MMGT1	2	1	0.4094537552488674	0.4094537552488674	5364
LYRM7	2	1	0.40926764084203693	0.40926764084203693	5365
BAALC-AS1	2	1	0.40908752127181325	0.40908752127181325	5366
NMRK1	2	1	0.40793254442873594	0.40793254442873594	5367
PLSCR3	2	1	0.4077941227914638	0.4077941227914638	5368
WDR47	2	1	0.40738309174857307	0.40738309174857307	5369
ABHD6	2	1	0.40713599262315275	0.40713599262315275	5370
AF001548.2	2	1	0.40623697775319667	0.40623697775319667	5371
TCF7	2	1	0.40538019096098665	0.40538019096098665	5372
MAP1A	2	1	0.4030351136090719	0.4030351136090719	5373
AC027117.2	2	1	0.3975725511026984	0.3975725511026984	5374
IL17D	2	1	0.3970930119481569	0.3970930119481569	5375
AL139099.1	2	1	0.3924961013103473	0.3924961013103473	5376
SLC2A1-AS1	2	1	0.3921855587696806	0.3921855587696806	5377
PPP2R3C	2	1	0.39019402571184814	0.39019402571184814	5378
IER3-AS1	2	1	0.3851204161465447	0.3851204161465447	5379
JAK3	2	1	0.38272881917027524	0.38272881917027524	5380
ARMCX4	2	1	0.3824374277797701	0.3824374277797701	5381
AC007342.4	2	1	0.37939377146147946	0.37939377146147946	5382
ASB16-AS1	2	1	0.3783712836004188	0.3783712836004188	5383
AKAP3	2	1	0.37661342196345726	0.37661342196345726	5384
TTLL9	2	1	0.3722621815604958	0.3722621815604958	5385
HVCN1	2	1	0.37089407455112533	0.37089407455112533	5386
PCYT1A	2	1	0.36535573032840396	0.36535573032840396	5387
C2CD4B	1	0	0.9952107141541002	0.9952107141541002	5388
AL355607.2	1	0	0.9942177248971422	0.9942177248971422	5389
CTGF	1	0	0.9941086089450004	0.9941086089450004	5390
AC010719.1	1	0	0.9928277549204936	0.9928277549204936	5391
TSPAN2	1	0	0.9927721561214278	0.9927721561214278	5392
AC009088.3	1	0	0.9922161681307684	0.9922161681307684	5393
AL590483.1	1	0	0.9921049705326364	0.9921049705326364	5394
SOX8	1	0	0.9909929945513176	0.9909929945513176	5395
AC002456.1	1	0	0.9908817969531858	0.9908817969531858	5396
OTOS	1	0	0.9905482041587902	0.9905482041587902	5397
AC024597.1	1	0	0.9904370065606584	0.9904370065606584	5398
SLC30A2	1	0	0.9892138329812076	0.9892138329812076	5399
IGFL2-AS1	1	0	0.987935060602691	0.987935060602691	5400
AC008011.2	1	0	0.9876014678082954	0.9876014678082954	5401
GNLY	1	0	0.986823084621372	0.986823084621372	5402
C5orf47	1	0	0.9861558990325808	0.9861558990325808	5403
AC114947.2	1	0	0.9853775158456576	0.9853775158456576	5404
FAM237B	1	0	0.9847103302568664	0.9847103302568664	5405
AC005487.1	1	0	0.9843211386634048	0.9843211386634048	5406
AP003392.3	1	0	0.983209162682086	0.983209162682086	5407
PCSK9	1	0	0.982263983097965	0.982263983097965	5408
CYP21A2	1	0	0.981430001111976	0.981430001111976	5409
OBP2A	1	0	0.9809296119203824	0.9809296119203824	5410
CYR61	1	0	0.9803352157563098	0.9803352157563098	5411
AC013652.2	1	0	0.9803180251306572	0.9803180251306572	5412
AC037198.2	1	0	0.979539641943734	0.979539641943734	5413
AC020659.1	1	0	0.979484043144668	0.979484043144668	5414
AL359834.1	1	0	0.979372845546536	0.979372845546536	5415
AL356234.2	1	0	0.979217632566717	0.979217632566717	5416
LINC02036	1	0	0.9791504503502724	0.9791504503502724	5417
AC005899.5	1	0	0.978705659957745	0.978705659957745	5418
MT1M	1	0	0.9775212876178098	0.9775212876178098	5419
MIR3945HG	1	0	0.9773712887801624	0.9773712887801624	5420
AC104316.2	1	0	0.9770376959857668	0.9770376959857668	5421
ROCR	1	0	0.9769264983876348	0.9769264983876348	5422
AC008074.3	1	0	0.975925720004448	0.975925720004448	5423
AC015660.2	1	0	0.9752029356165908	0.9752029356165908	5424
HLA-DOB	1	0	0.9749805404203268	0.9749805404203268	5425
TCEAL8	1	0	0.9747120040767212	0.9747120040767212	5426
CRYBA2	1	0	0.97397976203714	0.97397976203714	5427
PEAR1	1	0	0.9732013788502168	0.9732013788502168	5428
AL356275.1	1	0	0.9717002112754364	0.9717002112754364	5429
C4orf54	1	0	0.9713110196819748	0.9713110196819748	5430
SLC7A4	1	0	0.9710330256866452	0.9710330256866452	5431
AP002884.4	1	0	0.9709774268875792	0.9709774268875792	5432
CRYAB	1	0	0.9697572975649812	0.9697572975649812	5433
AC008676.1	1	0	0.9695318581118648	0.9695318581118648	5434
ERP27	1	0	0.9691982653174692	0.9691982653174692	5435
ABCA1	1	0	0.968772859501185	0.968772859501185	5436
MT1G	1	0	0.9676433800456832	0.9676433800456832	5437
LPO	1	0	0.9674191037473592	0.9674191037473592	5438
KF456478.1	1	0	0.9668075169576336	0.9668075169576336	5439
APLN	1	0	0.9667519181585678	0.9667519181585678	5440
NR0B1	1	0	0.9649489079043396	0.9649489079043396	5441
ERVV-1	1	0	0.964501935593857	0.964501935593857	5442
MUC5AC	1	0	0.9643887566217	0.9643887566217	5443
LINC01511	1	0	0.963805181808073	0.963805181808073	5444
MRVI1-AS1	1	0	0.9624152118314244	0.9624152118314244	5445
FAM27C	1	0	0.96169932214387	0.96169932214387	5446
CFTR	1	0	0.961080840653842	0.961080840653842	5447
LINC01214	1	0	0.9601912598687868	0.9601912598687868	5448
ABO	1	0	0.960024463471589	0.960024463471589	5449
SRARP	1	0	0.960004196502055	0.960004196502055	5450
C9orf139	1	0	0.9593572778827976	0.9593572778827976	5451
CRH	1	0	0.9593016790837318	0.9593016790837318	5452
PQLC2	1	0	0.9591168537872552	0.9591168537872552	5453
LINC01353	1	0	0.9575781163126876	0.9575781163126876	5454
AC079313.2	1	0	0.9570777271210942	0.9570777271210942	5455
AL357060.1	1	0	0.9565773379295008	0.9565773379295008	5456
ARHGEF33	1	0	0.9561325475369732	0.9561325475369732	5457
LY9	1	0	0.9557989547425776	0.9557989547425776	5458
SEMA3D	1	0	0.9556321583453796	0.9556321583453796	5459
KCNQ1-AS1	1	0	0.9545757811631268	0.9545757811631268	5460
AC006942.1	1	0	0.9538514204999824	0.9538514204999824	5461
XIRP1	1	0	0.953630601579006	0.953630601579006	5462
DDIT4-AS1	1	0	0.9533526075836762	0.9533526075836762	5463
ACTBL2	1	0	0.9526854219948848	0.9526854219948848	5464
TREML4	1	0	0.9525186255976872	0.9525186255976872	5465
TSLP	1	0	0.9521294340042256	0.9521294340042256	5466
LAMA1	1	0	0.9520182364060936	0.9520182364060936	5467
AC117402.1	1	0	0.95179584120983	0.95179584120983	5468
AL022313.2	1	0	0.9513510508173024	0.9513510508173024	5469
PLA2G3	1	0	0.9510174580229068	0.9510174580229068	5470
FRZB	1	0	0.9506838652285112	0.9506838652285112	5471
CD34	1	0	0.9504614700322472	0.9504614700322472	5472
PRR29	1	0	0.9500722784387856	0.9500722784387856	5473
AC092807.3	1	0	0.9500166796397198	0.9500166796397198	5474
CLEC2B	1	0	0.9496890630544288	0.9496890630544288	5475
BHLHA15	1	0	0.9496274880462582	0.9496274880462582	5476
DERL3	1	0	0.9491504782659874	0.9491504782659874	5477
ECEL1	1	0	0.948849104859335	0.948849104859335	5478
IGHA2	1	0	0.9485711108640054	0.9485711108640054	5479
STEAP4	1	0	0.9485164867084376	0.9485164867084376	5480
ADAMTS5	1	0	0.9482375180696097	0.9482375180696097	5481
DYDC2	1	0	0.948015122873346	0.948015122873346	5482
GNG2	1	0	0.9472367396864227	0.9472367396864227	5483
AL132656.2	1	0	0.9467848781149346	0.9467848781149346	5484
FAM208A	1	0	0.9460392958931508	0.9460392958931508	5485
AC011611.3	1	0	0.9459579673079062	0.9459579673079062	5486
TEKT2	1	0	0.9459023685088402	0.9459023685088402	5487
LINC01954	1	0	0.9456799733125764	0.9456799733125764	5488
MKL2	1	0	0.9453400353082456	0.9453400353082456	5489
SCN3B	1	0	0.945179584120983	0.945179584120983	5490
SCT	1	0	0.9447347937284556	0.9447347937284556	5491
AC022390.1	1	0	0.9440676081396642	0.9440676081396642	5492
AC083862.2	1	0	0.9427332369620816	0.9427332369620816	5493
SACS-AS1	1	0	0.9426776381630156	0.9426776381630156	5494
AC105760.2	1	0	0.9425664405648838	0.9425664405648838	5495
AC243585.2	1	0	0.9421216501723564	0.9421216501723564	5496
AL121983.2	1	0	0.9417880573779608	0.9417880573779608	5497
AP001596.1	1	0	0.9396753030134548	0.9396753030134548	5498
AC068580.4	1	0	0.9393973090181252	0.9393973090181252	5499
AC096536.1	1	0	0.9393417102190592	0.9393417102190592	5500
AL731684.1	1	0	0.9393373142961206	0.9393373142961206	5501
SPX	1	0	0.9391749138218616	0.9391749138218616	5502
AC010319.3	1	0	0.938618925831202	0.938618925831202	5503
CD28	1	0	0.9384521294340042	0.9384521294340042	5504
AQP5	1	0	0.9382853330368064	0.9382853330368064	5505
SLCO4A1-AS1	1	0	0.9380073390414768	0.9380073390414768	5506
MUC16	1	0	0.9378854765171644	0.9378854765171644	5507
AC025154.2	1	0	0.9377849438452128	0.9377849438452128	5508
HMX1	1	0	0.9376181474480152	0.9376181474480152	5509
HLA-DQA2	1	0	0.9368358696979776	0.9368358696979776	5510
KLHDC7B	1	0	0.9354475562141882	0.9354475562141882	5511
LRP2	1	0	0.9352684504305864	0.9352684504305864	5512
SLC6A15	1	0	0.935005003891916	0.935005003891916	5513
AC004232.2	1	0	0.9346714110975204	0.9346714110975204	5514
SLAMF7	1	0	0.9339657050307152	0.9339657050307152	5515
BX088651.4	1	0	0.9337262315133992	0.9337262315133992	5516
AC145207.3	1	0	0.9326142555320804	0.9326142555320804	5517
LBP	1	0	0.9319470699432892	0.9319470699432892	5518
AL590637.1	1	0	0.9317802735460914	0.9317802735460914	5519
RASSF4	1	0	0.931224285555432	0.931224285555432	5520
TMEM47	1	0	0.9289101890964008	0.9289101890964008	5521
AC026462.3	1	0	0.9282775492049372	0.9282775492049372	5522
ZHX1-C8orf76	1	0	0.9272922287478504	0.9272922287478504	5523
GSTM1	1	0	0.9267763816301569	0.9267763816301569	5524
PRRG3	1	0	0.9262759924385632	0.9262759924385632	5525
AC005972.1	1	0	0.9253308128544424	0.9253308128544424	5526
GSDMC	1	0	0.9251330404418654	0.9251330404418654	5527
TPM1-AS	1	0	0.9244968308684532	0.9244968308684532	5528
LINC01770	1	0	0.9241076392749916	0.9241076392749916	5529
DSG3	1	0	0.9239964416768598	0.9239964416768598	5530
FNDC4	1	0	0.9233848548871344	0.9233848548871344	5531
PNPLA5	1	0	0.9232180584899368	0.9232180584899368	5532
PPP1R1B	1	0	0.9227732680974092	0.9227732680974092	5533
PLAC4	1	0	0.9223840765039476	0.9223840765039476	5534
FLJ45513	1	0	0.9223284777048816	0.9223284777048816	5535
LINC00524	1	0	0.9222172801067496	0.9222172801067496	5536
KRTAP21-2	1	0	0.922050483709552	0.922050483709552	5537
